date,daa
2024-02-23,366.0
2024-02-24,420.0
2024-02-25,365.0
2024-02-26,326.0
2024-03-21,318.0
2024-03-22,321.0
2024-03-23,331.0
2024-03-24,259.0
2024-03-25,333.0
2024-03-26,292.0
2024-03-27,243.0
2024-03-28,278.0
2024-06-22,292.0
2024-06-23,301.0
2024-06-18,388.0
2024-06-12,502.0
2024-06-13,456.0
2024-06-15,369.0
2024-06-24,277.0
2024-07-01,371.0
2024-07-17,178.0
2024-07-18,122.0
2024-07-19,181.0
2024-07-20,136.0
2024-07-22,150.0
2024-07-04,328.0
2024-07-06,225.0
2024-07-10,206.0
2024-07-11,180.0
2024-07-12,171.0
2024-07-13,182.0
2024-02-13,382.0
2024-07-14,169.0
2024-07-15,209.0
2024-07-16,221.0
2024-02-09,286.0
2024-02-10,480.0
2024-02-11,411.0
2024-02-12,402.0
2024-06-26,638.0
2024-06-27,553.0
2024-06-28,357.0
2024-06-29,522.0
2024-06-30,1480.0
2024-06-11,559.0
2024-06-14,419.0
2024-06-16,385.0
2024-06-17,362.0
2024-06-19,326.0
2024-06-20,316.0
2024-06-21,354.0
2024-06-25,271.0
2024-04-01,274.0
2024-04-02,265.0
2024-04-03,553.0
2024-04-05,240.0
2024-04-06,214.0
2024-04-07,263.0
2024-04-08,225.0
2024-04-09,223.0
2024-04-12,535.0
2024-02-14,436.0
2024-07-23,136.0
2024-07-24,149.0
2024-07-25,160.0
2024-07-26,214.0
2024-07-27,121.0
2024-07-28,131.0
2024-07-29,164.0
2024-07-30,173.0
2024-07-31,133.0
2024-08-01,140.0
2024-08-02,186.0
2024-08-03,163.0
